@relation polemon

@attribute grade {1, 2, 3}
@attribute city string
@attribute area string
@attribute chinese string
@attribute english string
@attribute math string
@attribute history string
@attribute geography string
@attribute citizen string
@attribute physics string
@attribute chemical string
@attribute biology string
@attribute earthscience string

@data
1,新北市,三重區,翰林,三民,龍騰,三民,龍騰,龍騰,南一,泰宇,泰宇,泰宇
1,新北市,三重區,翰林,三民,南一,康熹,龍騰,三民,翰林,康熹,康熹,龍騰
1,新北市,三峽區,翰林,三民,翰林,南一,三民,龍騰,翰林,南一,翰林,南一
1,新北市,三峽區,龍騰,三民,龍騰,康熹,龍騰,龍騰,南一,全華,全華,三民
1,新北市,土城品,其他,其他,其他,其他,其他,其他,其他,其他,其他,其他
1,新北市,土城品,三民,三民,龍騰,三民,南一,龍騰,南一,南一,康熹,全華
1,新北市,中和區,三民,遠東,龍騰,龍騰,翰林,三民,康熹,泰宇,泰宇,龍騰
1,新北市,中和區,翰林,三民,翰林,三民,翰林,翰林,南一,翰林,翰林,全華
1,新北市,中和區,翰林,三民,龍騰,翰林,翰林,龍騰,翰林,龍騰,翰林,南一
1,新北市,中和區,翰林,遠東,龍騰,龍騰,翰林,龍騰,翰林,龍騰,翰林,南一
1,新北市,永和區,康熹,龍騰,三民,泰宇,南一,翰林,全華,翰林,康熹,龍騰
1,新北市,石碇區,康熹,龍騰,全華,三民,南一,全華,翰林,南一,翰林,康熹
1,新北市,汐止區,康熹,三民,翰林,翰林,翰林,龍騰,翰林,泰宇,翰林,泰宇
1,新北市,板橋區,康熹,龍騰,翰林,南一,龍騰,南一,南一,翰林,泰宇,龍騰
1,新北市,板橋區,康熹,龍騰,龍騰,龍騰,翰林,南一,龍騰,泰宇,泰宇,康熹
1,新北市,板橋區,康熹,龍騰,南一,南一,南一,龍騰,全華,翰林,龍騰,泰宇
1,新北市,板橋區,康熹,龍騰,南一,南一,南一,翰林,全華,龍騰,泰宇,龍騰
1,新北市,林口區,南一,遠東,翰林,泰宇,龍騰,南一,全華,翰林,龍騰,康熹
1,新北市,林口區,翰林,三民,南一,南一,翰林,南一,翰林,龍騰,南一,南一
1,新北市,金山區,翰林,龍騰,龍騰,南一,龍騰,翰林,龍騰,翰林,泰宇,三民
1,新北市,泰山區,三民,遠東,翰林,三民,龍騰,三民,康熹,南一,翰林,全華
1,新北市,淡水區,南一,三民,全華,南一,翰林,龍騰,南一,龍騰,康熹,全華
1,新北市,淡水區,三民,三民,龍騰,三民,翰林,三民,龍騰,全華,翰林,泰宇
1,新北市,淡水區,翰林,龍騰,龍騰,翰林,南一,南一,南一,翰林,翰林,全華
1,新北市,新店區,翰林,龍騰,龍騰,南一,龍騰,翰林,南一,泰宇,全華,南一
1,新北市,新店區,康熹,其他,其他,其他,其他,翰林,其他,其他,其他,?
1,新北市,新店區,三民,三民,龍騰,南一,龍騰,南一,翰林,泰宇,南一,三民
1,新北市,新莊區,康熹,龍騰,全華,南一,翰林,翰林,南一,泰宇,龍騰,龍騰
1,新北市,新莊區,翰林,其他,龍騰,南一,龍騰,龍騰,南一,龍騰,泰宇,其他
1,新北市,新莊區,三民,龍騰,龍騰,三民,南一,翰林,全華,龍騰,康熹,龍騰
1,新北市,瑞芳區,翰林,三民,龍騰,泰宇,南一,翰林,南一,泰宇,龍騰,全華
1,新北市,樹林區,康熹,三民,南一,南一,翰林,三民,全華,康熹,南一,全華
1,新北市,蘆洲區,翰林,三民,龍騰,翰林,龍騰,三民,龍騰,泰宇,泰宇,全華
1,新北市,蘆洲區,翰林,三民,翰林,翰林,龍騰,龍騰,翰林,翰林,翰林,龍騰
2,新北市,八里區,翰林,龍騰,龍騰,南一,龍騰,龍騰,?,?,?,龍騰
2,新北市,三重區,翰林,遠東,翰林,三民,龍騰,翰林,?,?,?,全華
2,新北市,三重區,翰林,三民,龍騰,三民,龍騰,龍騰,?,?,?,龍騰
2,新北市,三重區,翰林,三民,翰林,三民,龍騰,南一,?,?,?,三民
2,新北市,三峽區,三民,三民,龍騰,翰林,龍騰,三民,?,?,?,南一
2,新北市,三峽區,康熹,三民,龍騰,翰林,南一,南一,?,?,?,三民
2,新北市,土城品,其他,其他,其他,其他,其他,其他,?,?,?,其他
2,新北市,土城品,三民,三民,翰林,翰林,龍騰,龍騰,?,?,?,龍騰
2,新北市,中和區,翰林,遠東,龍騰,三民,龍騰,龍騰,?,?,?,南一
2,新北市,中和區,翰林,三民,翰林,三民,翰林,三民,?,?,?,龍騰
2,新北市,中和區,翰林,三民,翰林,翰林,翰林,龍騰,?,?,?,全華
2,新北市,中和區,翰林,遠東,龍騰,翰林,翰林,三民,?,?,?,龍騰
2,新北市,永和區,翰林,龍騰,龍騰,南一,龍騰,龍騰,?,?,?,三民
2,新北市,石碇區,翰林,龍騰,翰林,三民,翰林,龍騰,?,?,?,全華
2,新北市,汐止區,康熹,三民,翰林,三民,翰林,全華,?,?,?,泰宇
2,新北市,板橋區,康熹,龍騰,龍騰,翰林,翰林,龍騰,?,?,?,泰宇
2,新北市,板橋區,三民,龍騰,龍騰,泰宇,龍騰,龍騰,?,?,?,南一
2,新北市,板橋區,康熹,三民,龍騰,三民,龍騰,龍騰,?,?,?,三民
2,新北市,板橋區,康熹,龍騰,翰林,龍騰,南一,龍騰,?,?,?,龍騰
2,新北市,林口區,翰林,三民,翰林,南一,龍騰,龍騰,?,?,?,南一
2,新北市,林口區,龍騰,三民,翰林,南一,龍騰,翰林,?,?,?,龍騰
2,新北市,金山區,翰林,龍騰,翰林,三民,龍騰,龍騰,?,?,?,三民
2,新北市,泰山區,翰林,龍騰,翰林,三民,三民,南一,?,?,?,泰宇
2,新北市,淡水區,翰林,龍騰,翰林,翰林,龍騰,三民,?,?,?,全華
2,新北市,淡水區,翰林,三民,翰林,翰林,翰林,三民,?,?,?,龍騰
2,新北市,淡水區,翰林,三民,南一,南一,龍騰,翰林,?,?,?,其他
2,新北市,新店區,翰林,龍騰,龍騰,南一,翰林,龍騰,?,?,?,全華
2,新北市,新店區,康熹,其他,其他,其他,其他,其他,?,?,?,?
2,新北市,新店區,翰林,三民,龍騰,翰林,龍騰,翰林,?,?,?,龍騰
2,新北市,新莊區,三民,三民,龍騰,康熹,龍騰,龍騰,?,?,?,全華
2,新北市,新莊區,翰林,其他,龍騰,南一,龍騰,南一,?,?,?,其他
2,新北市,新莊區,康熹,遠東,龍騰,三民,三民,龍騰,?,?,?,康熹
2,新北市,瑞芳區,翰林,三民,南一,三民,翰林,龍騰,?,?,?,全華
2,新北市,樹林區,翰林,遠東,翰林,三民,南一,南一,?,?,?,康熹
2,新北市,蘆洲區,南一,三民,翰林,三民,翰林,龍騰,?,?,?,泰宇
2,新北市,蘆洲區,南一,三民,全華,翰林,南一,翰林,?,?,?,龍騰
3,新北市,八里區,翰林,龍騰,?,南一,龍騰,南一,龍騰,泰宇,?,康熹
3,新北市,三重區,三民,三民,?,康熹,翰林,龍騰,龍騰,南一,?,翰林
3,新北市,三重區,翰林,三民,?,三民,龍騰,龍騰,龍騰,泰宇,?,康熹
3,新北市,三重區,龍騰,三民,?,三民,龍騰,翰林,龍騰,南一,?,康熹
3,新北市,三峽區,三民,三民,?,三民,南一,三民,南一,龍騰,?,龍騰
3,新北市,三峽區,三民,三民,?,三民,龍騰,龍騰,龍騰,泰宇,?,龍騰
3,新北市,土城品,其他,其他,?,其他,其他,其他,其他,其他,?,其他
3,新北市,土城品,龍騰,龍騰,?,三民,龍騰,龍騰,龍騰,龍騰,?,康熹
3,新北市,中和區,翰林,遠東,?,三民,龍騰,龍騰,龍騰,翰林,?,翰林
3,新北市,中和區,翰林,三民,?,三民,龍騰,三民,南一,泰宇,?,康熹
3,新北市,中和區,翰林,三民,?,南一,翰林,龍騰,翰林,南一,?,翰林
3,新北市,中和區,翰林,遠東,?,康熹,龍騰,南一,南一,翰林,?,康熹
3,新北市,永和區,翰林,龍騰,?,三民,龍騰,龍騰,康熹,龍騰,?,康熹
3,新北市,石碇區,翰林,三民,?,翰林,龍騰,南一,翰林,翰林,?,全華
3,新北市,汐止區,康熹,龍騰,?,康熹,龍騰,三民,全華,翰林,?,康熹
3,新北市,板橋區,康熹,龍騰,?,康熹,龍騰,龍騰,翰林,龍騰,?,康熹
3,新北市,板橋區,翰林,龍騰,?,三民,龍騰,南一,龍騰,龍騰,?,龍騰
3,新北市,板橋區,康熹,三民,?,三民,翰林,龍騰,龍騰,康熹,?,康熹
3,新北市,板橋區,康熹,三民,?,翰林,翰林,三民,南一,南一,?,龍騰
3,新北市,林口區,龍騰,遠東,?,翰林,龍騰,翰林,翰林,康熹,?,全華
3,新北市,林口區,南一,三民,?,南一,三民,龍騰,南一,翰林,?,泰宇
3,新北市,金山區,翰林,龍騰,?,翰林,龍騰,翰林,龍騰,泰宇,?,翰林
3,新北市,泰山區,翰林,龍騰,?,三民,龍騰,南一,南一,龍騰,?,南一
3,新北市,淡水區,翰林,三民,?,康熹,翰林,南一,翰林,南一,?,翰林
3,新北市,淡水區,翰林,三民,?,三民,龍騰,翰林,南一,翰林,?,龍騰
3,新北市,淡水區,南一,其他,?,三民,龍騰,翰林,全華,翰林,?,泰宇
3,新北市,新店區,翰林,龍騰,?,三民,龍騰,南一,翰林,泰宇,?,翰林
3,新北市,新店區,康熹,其他,?,其他,其他,其他,其他,其他,?,其他
3,新北市,新店區,三民,三民,?,三民,翰林,南一,南一,龍騰,?,康熹
3,新北市,新莊區,龍騰,三民,?,翰林,龍騰,南一,南一,翰林,?,翰林
3,新北市,新莊區,翰林,其他,?,南一,龍騰,龍騰,龍騰,南一,?,南一
3,新北市,新莊區,康熹,遠東,?,翰林,龍騰,三民,南一,翰林,?,龍騰
3,新北市,瑞芳區,翰林,三民,?,三民,翰林,龍騰,龍騰,泰宇,?,龍騰
3,新北市,樹林區,康熹,三民,?,三民,龍騰,龍騰,翰林,泰宇,?,龍騰
3,新北市,蘆洲區,龍騰,三民,?,三民,龍騰,翰林,龍騰,南一,?,康熹
3,新北市,蘆洲區,翰林,三民,?,南一,翰林,南一,龍騰,翰林,?,其他
1,新竹市,北區,翰林,三民,翰林,翰林,龍騰,龍騰,全華,泰宇,其他,康熹
1,新竹市,北區,翰林,龍騰,翰林,翰林,翰林,翰林,全華,翰林,全華,全華
1,新竹市,東區,南一,三民,南一,三民,龍騰,翰林,全華,翰林,全華,其他
1,新竹市,東區,翰林,?,全華,泰宇,龍騰,南一,全華,翰林,康熹,?
1,新竹市,東區,翰林,三民,龍騰,康熹,翰林,龍騰,翰林,泰宇,康熹,全華
1,新竹市,東區,三民,龍騰,翰林,三民,三民,三民,翰林,翰林,南一,康熹
1,新竹市,東區,康熹,三民,南一,三民,龍騰,三民,全華,翰林,龍騰,泰宇
1,新竹市,東區,康熹,龍騰,翰林,翰林,翰林,三民,全華,南一,南一,全華
1,新竹市,東區,翰林,龍騰,南一,龍騰,龍騰,南一,翰林,翰林,翰林,其他
1,新竹市,香山區,翰林,龍騰,龍騰,龍騰,南一,南一,南一,翰林,龍騰,龍騰
1,新竹縣,竹北鎮,龍騰,龍騰,龍騰,龍騰,南一,全華,龍騰,龍騰,龍騰,全華
1,新竹縣,竹北鎮,翰林,三民,翰林,翰林,龍騰,其他,翰林,翰林,其他,泰宇
1,新竹縣,湖口鄉,康熹,三民,翰林,泰宇,翰林,三民,翰林,泰宇,康熹,龍騰
1,新竹縣,新豐鄉,翰林,三民,南一,南一,翰林,翰林,龍騰,翰林,泰宇,泰宇
1,新竹縣,關西鎮,南一,龍騰,龍騰,三民,龍騰,三民,龍騰,翰林,翰林,全華
2,新竹縣,竹北鎮,翰林,龍騰,全華,翰林,龍騰,龍騰,?,?,?,龍騰
2,新竹縣,竹北鎮,翰林,三民,龍騰,三民,翰林,龍騰,?,?,?,泰宇
2,新竹縣,竹東鎮,翰林,三民,龍騰,南一,龍騰,三民,?,?,?,全華
2,新竹縣,湖口鄉,翰林,遠東,翰林,三民,龍騰,翰林,?,?,?,龍騰
2,新竹縣,新豐鄉,翰林,三民,龍騰,翰林,龍騰,翰林,?,?,?,泰宇
2,新竹縣,關西鎮,翰林,三民,龍騰,三民,龍騰,龍騰,?,?,?,全華
3,新竹縣,竹北鎮,龍騰,龍騰,?,三民,龍騰,翰林,龍騰,泰宇,?,翰林
3,新竹縣,竹北鎮,翰林,三民,?,三民,翰林,龍騰,龍騰,龍騰,?,其他
3,新竹縣,竹東鎮,翰林,三民,?,三民,龍騰,龍騰,翰林,康熹,?,康熹
3,新竹縣,湖口鄉,三民,三民,?,龍騰,翰林,龍騰,龍騰,龍騰,?,其他
3,新竹縣,新豐鄉,三民,三民,?,康熹,龍騰,三民,其他,其他,?,其他
3,新竹縣,關西鎮,龍騰,三民,?,三民,龍騰,翰林,南一,翰林,?,翰林
1,嘉義縣,民雄鄉,翰林,龍騰,南一,南一,龍騰,翰林,龍騰,翰林,康熹,?
1,嘉義縣,朴子市,翰林,三民,翰林,南一,南一,南一,南一,翰林,南一,?
1,嘉義縣,竹崎鄉,翰林,三民,南一,南一,翰林,翰林,南一,翰林,康熹,?
1,嘉義縣,新港鄉,翰林,遠東,翰林,三民,翰林,南一,南一,翰林,翰林,?
1,嘉義縣,嘉義市,翰林,三民,翰林,翰林,翰林,南一,南一,龍騰,龍騰,?
1,嘉義縣,嘉義市,龍騰,三民,龍騰,泰宇,龍騰,龍騰,翰林,翰林,翰林,?
1,嘉義縣,嘉義市,龍騰,三民,南一,南一,南一,南一,南一,南一,南一,龍騰
1,嘉義縣,嘉義市,翰林,?,翰林,泰宇,南一,翰林,南一,翰林,龍騰,?
1,嘉義縣,嘉義市,翰林,三民,翰林,龍騰,龍騰,南一,南一,翰林,南一,?
1,嘉義縣,嘉義市,康熹,三民,南一,龍騰,翰林,三民,龍騰,翰林,龍騰,?
1,嘉義縣,嘉義市,翰林,三民,翰林,泰宇,南一,三民,龍騰,翰林,翰林,全華
2,嘉義縣,民雄鄉,康熹,龍騰,南一,南一,南一,南一,?,?,?,?
2,嘉義縣,朴子市,三民,三民,龍騰,三民,翰林,三民,?,?,?,?
2,嘉義縣,朴子市,翰林,三民,翰林,泰宇,龍騰,南一,?,?,?,?
2,嘉義縣,竹崎鄉,翰林,三民,全華,三民,龍騰,南一,?,?,?,?
2,嘉義縣,新港鄉,三民,三民,龍騰,三民,翰林,三民,?,?,?,?
2,嘉義縣,嘉義市,翰林,三民,全華,三民,南一,三民,?,?,?,?
2,嘉義縣,嘉義市,龍騰,三民,龍騰,翰林,翰林,翰林,?,?,?,?
2,嘉義縣,嘉義市,龍騰,三民,龍騰,三民,翰林,三民,?,?,?,龍騰
2,嘉義縣,嘉義市,翰林,?,龍騰,南一,翰林,南一,?,?,?,?
2,嘉義縣,嘉義市,翰林,三民,翰林,三民,龍騰,翰林,?,?,?,?
2,嘉義縣,嘉義市,翰林,三民,翰林,三民,龍騰,南一,?,?,?,?
2,嘉義縣,嘉義市,翰林,三民,南一,南一,南一,三民,?,?,?,?
3,嘉義縣,民雄鄉,翰林,龍騰,?,南一,龍騰,南一,龍騰,南一,?,龍騰
3,嘉義縣,朴子市,南一,三民,?,三民,龍騰,翰林,南一,翰林,?,翰林
3,嘉義縣,朴子市,翰林,三民,?,三民,龍騰,南一,龍騰,南一,?,南一
3,嘉義縣,竹崎鄉,龍騰,三民,?,康熹,龍騰,龍騰,全華,泰宇,?,南一
3,嘉義縣,新港鄉,龍騰,遠東,?,三民,龍騰,三民,龍騰,泰宇,?,南一
3,嘉義縣,嘉義市,翰林,三民,?,南一,龍騰,南一,龍騰,其他,?,其他
3,嘉義縣,嘉義市,翰林,三民,?,三民,龍騰,三民,翰林,泰宇,?,翰林
3,嘉義縣,嘉義市,龍騰,三民,?,三民,翰林,翰林,南一,康熹,?,翰林
3,嘉義縣,嘉義市,翰林,?,?,三民,龍騰,三民,南一,泰宇,?,翰林
3,嘉義縣,嘉義市,翰林,三民,?,翰林,龍騰,龍騰,翰林,南一,?,南一
3,嘉義縣,嘉義市,康熹,三民,?,三民,龍騰,南一,南一,翰林,?,南一
3,嘉義縣,嘉義市,翰林,三民,?,三民,南一,三民,龍騰,龍騰,?,南一
1,彰化縣,二林鎮,翰林,龍騰,翰林,龍騰,龍騰,龍騰,龍騰,南一,龍騰,康熹
1,彰化縣,田中鎮,翰林,龍騰,翰林,龍騰,龍騰,龍騰,龍騰,南一,龍騰,康熹
1,彰化縣,田中鎮,翰林,三民,龍騰,泰宇,龍騰,翰林,龍騰,翰林,康熹,?
1,彰化縣,田中鎮,翰林,三民,翰林,三民,翰林,三民,南一,南一,翰林,?
1,彰化縣,田中鎮,翰林,龍騰,龍騰,龍騰,龍騰,三民,翰林,翰林,翰林,龍騰
1,彰化縣,田中鎮,翰林,三民,南一,南一,南一,翰林,翰林,南一,翰林,南一
1,彰化縣,田中鎮,康熹,龍騰,龍騰,三民,龍騰,其他,翰林,泰宇,全華,其他
1,彰化縣,田中鎮,翰林,三民,南一,南一,翰林,翰林,南一,翰林,龍騰,全華
1,彰化縣,田中鎮,康熹,三民,龍騰,三民,龍騰,南一,南一,南一,康熹,全華
1,彰化縣,員林鎮,三民,三民,龍騰,三民,龍騰,三民,翰林,翰林,翰林,?
1,彰化縣,鹿港鎮,翰林,遠東,翰林,全華,龍騰,南一,南一,南一,翰林,?
1,彰化縣,溪湖鎮,三民,三民,翰林,三民,南一,南一,翰林,南一,翰林,龍騰
1,彰化縣,溪湖鎮,三民,三民,龍騰,翰林,龍騰,三民,康熹,翰林,翰林,三民
1,彰化縣,彰化市,康熹,?,南一,三民,南一,康熹,翰林,南一,翰林,?
1,彰化縣,彰化市,翰林,三民,翰林,翰林,翰林,翰林,南一,南一,康熹,其他
2,彰化縣,二林鎮,三民,龍騰,龍騰,南一,龍騰,三民,?,?,?,全華
2,彰化縣,田中鎮,三民,龍騰,龍騰,南一,龍騰,三民,?,?,?,全華
2,彰化縣,田中鎮,翰林,三民,翰林,翰林,龍騰,翰林,?,?,?,?
2,彰化縣,田中鎮,翰林,龍騰,龍騰,翰林,龍騰,龍騰,?,?,?,全華
2,彰化縣,田中鎮,康熹,龍騰,龍騰,翰林,翰林,南一,?,?,?,龍騰
2,彰化縣,田中鎮,康熹,龍騰,龍騰,翰林,翰林,南一,?,?,?,龍騰
2,彰化縣,田中鎮,翰林,三民,三民,三民,龍騰,龍騰,?,?,?,全華
2,彰化縣,田中鎮,翰林,三民,龍騰,翰林,龍騰,龍騰,?,?,?,龍騰
2,彰化縣,田中鎮,三民,三民,龍騰,南一,龍騰,三民,?,?,?,其他
2,彰化縣,員林鎮,翰林,三民,三民,三民,龍騰,翰林,?,?,?,?
2,彰化縣,鹿港鎮,翰林,遠東,龍騰,翰林,南一,龍騰,?,?,?,?
2,彰化縣,溪湖鎮,翰林,龍騰,南一,康熹,龍騰,龍騰,?,?,?,泰宇
2,彰化縣,溪湖鎮,三民,三民,龍騰,翰林,龍騰,南一,?,?,?,其他
2,彰化縣,彰化市,三民,三民,翰林,三民,翰林,龍騰,?,?,?,三民
2,彰化縣,彰化市,三民,?,龍騰,南一,龍騰,龍騰,?,?,?,?
2,彰化縣,彰化市,翰林,三民,龍騰,康熹,龍騰,龍騰,?,?,?,其他
3,彰化縣,二林鎮,翰林,三民,?,三民,龍騰,南一,南一,翰林,?,全華
3,彰化縣,田中鎮,翰林,三民,?,三民,龍騰,南一,南一,翰林,?,全華
3,彰化縣,田中鎮,翰林,三民,?,翰林,龍騰,三民,龍騰,翰林,?,龍騰
3,彰化縣,田中鎮,翰林,三民,?,南一,龍騰,康熹,龍騰,南一,?,龍騰
3,彰化縣,田中鎮,康熹,龍騰,?,翰林,翰林,三民,龍騰,南一,?,康熹
3,彰化縣,田中鎮,龍騰,龍騰,?,三民,龍騰,南一,龍騰,南一,?,翰林
3,彰化縣,田中鎮,翰林,三民,?,三民,南一,南一,龍騰,南一,?,龍騰
3,彰化縣,田中鎮,翰林,三民,?,三民,龍騰,三民,龍騰,泰宇,?,龍騰
3,彰化縣,田中鎮,三民,三民,?,三民,翰林,翰林,龍騰,翰林,?,南一
3,彰化縣,田中鎮,三民,三民,?,三民,翰林,南一,全華,龍騰,?,南一
3,彰化縣,員林鎮,康熹,三民,?,龍騰,龍騰,南一,龍騰,龍騰,?,龍騰
3,彰化縣,鹿港鎮,翰林,遠東,?,全華,翰林,三民,龍騰,泰宇,?,龍騰
3,彰化縣,溪湖鎮,三民,三民,?,三民,翰林,三民,南一,翰林,?,康熹
3,彰化縣,溪湖鎮,三民,三民,?,翰林,龍騰,龍騰,南一,康熹,?,康熹
3,彰化縣,彰化市,翰林,遠東,?,三民,翰林,三民,翰林,康熹,?,翰林
3,彰化縣,彰化市,南一,?,?,康熹,龍騰,南一,龍騰,康熹,?,翰林
3,彰化縣,彰化市,翰林,三民,?,翰林,翰林,三民,康熹,翰林,?,翰林
